"respondente_id","categoria","item","ano_pesquisa"
"sho62y1hrswbc9upspsholejq6v5920h","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"sho62y1hrswbc9upspsholejq6v5920h","criterio_escolha","Aprendizado/referências na área","2023"
"r7i6i319m0kcyiu9cr7ieo5b47sxm55g","criterio_escolha","Ambiente e clima de trabalho","2023"
"9pzobx659el5v5glec5z9pzobxx4o2i4","criterio_escolha","Remuneração/Salário","2023"
"9pzobx659el5v5glec5z9pzobxx4o2i4","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"9pzobx659el5v5glec5z9pzobxx4o2i4","criterio_escolha","Ambiente e clima de trabalho","2023"
"0ji2x0gh9fnq4nuej0ji2xknk36lhorh","criterio_escolha","Remuneração/Salário","2023"
"0ji2x0gh9fnq4nuej0ji2xknk36lhorh","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"0ji2x0gh9fnq4nuej0ji2xknk36lhorh","criterio_escolha","Plano de carreira","2023"
"njrlwdp4u6jksa3atnjrlwd3dngd5uxz","criterio_escolha","Flexibilidade de trabalho remoto","2023"
